CLM_NBR, CLM_BR_NBR_OLD, CLM_BR_NBR_NEW
387620083,  27006856, 28959355
387620081,  27148322, 28959351
387620080,  27770056, 28959350
387620077,  28205818, 28959345
387620079,  27739424, 28959348
387620075,  27777751, 28959346
387620078,  27973886, 28959349
387620076,  28233187, 28959347
387620074,  25665895, 28959343
387620073,  27140854, 28959342
387620071,  27644338, 28959341
387620072,  27886728, 28959344
387620070,  27229963, 28959340
387620069,  26906638, 28959338
387620068,  28181008, 28959337
387620065,  27705483, 28959335
387620067,  27797918, 28959334
387620064,  28271453, 28959333
387620063,  27678414, 28959332
387620062,  28167634, 28959330
387620060,  28500245, 28959329
387620066,  27526172, 28959336
387620082,  27721490, 28959352
387620095,  28234769, 28959367
387620094,  27319051, 28959366
387620091,  27133492, 28959363
387620093,  24989805, 28959365
387620092,  25234698, 28959364
387620096,  28028496, 28959368
387620097,  27832923, 28959369
387620098,  28499107, 28959371
387620100,  27302201, 28959359
387620099,  28208892, 28959373
387620101,  26142367, 28959372
387620102,  26912022, 28959374
387620106,  26406732, 28959376
387620105,  27794054, 28959378
387620104,  27632488, 28959377
387620103,  27209635, 28959375
387620117,  27284450, 28959392
387620107,  27785917, 28959380
387620108,  27637430, 28959381
387620109,  28200328, 28959382
387620110,  28229992, 28959384
387620162,  27978980, 28959443
387620160,  27665801, 28959444
387620159,  27763225, 28959441
387620158,  28227864, 28959433
387620156,  26372287, 28959437
387620157,  27936872, 28959439
387620155,  27794186, 28959438
387620111,  27770359, 28959383
387620112,  28358943, 28959385
387620154,  27793887, 28959436
387620153,  28240027, 28959432
387620151,  27843895, 28959425
387620152,  27877778, 28959431
387620113,  27403662, 28959386
387620114,  27783535, 28959388
387620150,  28233502, 28959426
387620145,  27994935, 28959422
387620130,  27671516, 28959408
387620129,  28205997, 28959407
387620128,  26849727, 28959406
387620127,  28005830, 28959404
387620126,  28005989, 28959403
387620115,  27690459, 28959390
387620125,  27975653, 28959399
387620123,  27469592, 28959398
387620124,  27993637, 28959401
387620122,  28094921, 28959397
387620121,  28227310, 28959396
387620116,  27786522, 28959387
387620120,  26713995, 28959395
387620119,  28128708, 28959394
387620118,  27766343, 28959393
387620131,  27648171, 28959405
387620132,  26594905, 28959409
387620133,  27495921, 28959410
387620163,  27587519, 28959442
387620148,  27576471, 28959428
387620149,  27841698, 28959430
387620147,  26844738, 28959427
387620146,  27646309, 28959424
387620144,  27704575, 28959421
387620143,  26854906, 28959420
387620142,  24377623, 28959419
387620141,  26713816, 28959418
387620134,  28257271, 28959412
387620139,  28190736, 28959415
387620140,  26721149, 28959416
387620138,  27802927, 28959417
387620135,  23307069, 28959411
387620136,  28094414, 28959413
387620137,  28024521, 28959414
387620176,  28005882, 28959460
387620161,  27226617, 28959440
387620164,  27140213, 28959446
387620165,  28018943, 28959450
387620166,  27132406, 28959449
387620167,  27621446, 28959448
387620169,  28816657, 28959452
387620201,  26510233, 28959492
387620200,  27669748, 28959491
387620199,  28089194, 28959490
387620198,  27770208, 28959489
387620197,  26741258, 28959488
387620196,  25609429, 28959486
387620168,  28225466, 28959451
387620195,  27276375, 28959484
387620194,  27960279, 28959483
387620193,  28007904, 28959482
387620192,  28233160, 28959479
387620191,  27972885, 28959480
387620170,  27472798, 28959453
387620171,  27645904, 28959454
387620190,  28178581, 28959478
387620189,  27981867, 28959477
387620188,  27143675, 28959476
387620187,  26317936, 28959470
387620186,  27503183, 28959474
387620185,  27936383, 28959447
387620172,  28342222, 28959456
387620173,  27276435, 28959457
387620184,  27896307, 28959472
387620183,  28120674, 28959469
387620182,  27309597, 28959468
387620181,  27467568, 28959467
387620180,  27783203, 28959466
387620174,  28035194, 28959458
387620175,  28167715, 28959459
387620179,  26986385, 28959465
387620178,  28012692, 28959464
387620177,  27132419, 28959462
387620202,  27348470, 28959497
387620203,  27623342, 28959498
387620215,  27011744, 28959515
387620204,  28093920, 28959499
387620205,  27134173, 28959503
387620207,  27892030, 28959505
387620208,  28013680, 28959508
387620206,  27217971, 28959504
387620209,  26545724, 28959509
387620211,  28174903, 28959511
387620210,  28371830, 28959510
387620212,  28176289, 28959512
387620213,  28013035, 28959514
387362079,  28623199, 28959526
387620214,  27662632, 28959516
387620218,  27816967, 28959523
387620217,  27009015, 28959520
387620216,  27371568, 28959517
387620219,  27798112, 28959524
387620220,  27019899, 28959525
387620228,  27748347, 28959539
387620221,  27662423, 28959528
387620222,  27901397, 28959530
387620223,  26292758, 28959531
387620224,  27574733, 28959532
387620225,  27573073, 28959534
387620226,  26154335, 28959535
387620227,  27641189, 28959538
387620229,  27482507, 28959540
387362114,  28623247, 28960137
387362110,  28623241, 28960219
387362124,  28623274, 28960227
387362129,  28623287, 28960349
387621008,  27335448, 28960649
387621000,  27666154, 28960638
387621001,  27575913, 28960639
387621002,  27521450, 28960640
387621003,  27667041, 28960641
387621018,  25988344, 28960665
387621017,  27616321, 28960663
387621004,  27588126, 28960642
387621016,  27208234, 28960662
387621005,  27566642, 28960644
387621015,  27081084, 28960661
387621014,  27661642, 28960660
387621013,  27701556, 28960659
387621012,  27663925, 28960658
387621011,  26765866, 28960656
387621010,  27426939, 28960652
387621006,  27048710, 28960646
387621009,  27364564, 28960650
387621007,  27651543, 28960647
387621019,  24802214, 28960667
387621036,  27499812, 28960688
387621020,  28485893, 28960668
387621021,  27651348, 28960669
387621024,  27624502, 28960674
387621022,  26748349, 28960671
387621023,  27316712, 28960672
387621025,  26747026, 28960673
387621026,  24501271, 28960675
387621027,  27587130, 28960676
387621029,  24920653, 28960679
387621028,  27577328, 28960678
387621030,  27163113, 28960681
387621031,  26382091, 28960682
387621032,  27652438, 28960683
387362168,  28623357, 28960653
387621033,  27492898, 28960684
387621034,  27639384, 28960685
387621043,  27414731, 28960696
387621042,  26470963, 28960695
387621041,  27149442, 28960693
387621040,  27187092, 28960694
387621039,  27083149, 28960692
387621038,  26428508, 28960689
387621035,  26650793, 28960687
387621037,  27544074, 28960690
387621044,  27571426, 28960697
387621070,  27621950, 28960729
387621045,  27551586, 28960698
387621047,  26608019, 28960701
387621046,  27132809, 28960699
387621048,  26876972, 28960702
387621081,  28389249, 28960746
387621049,  27196544, 28960703
387621050,  27541470, 28960704
387621051,  26233476, 28960706
387621052,  27541390, 28960707
387621080,  27648078, 28960747
387621079,  26116560, 28960745
387621078,  27419676, 28960744
387621077,  27502590, 28960743
387621076,  27383426, 28960740
387621053,  27001271, 28960708
387621054,  27159669, 28960710
387621055,  27074277, 28960711
387621056,  25735374, 28960712
387621075,  27195871, 28960738
387621074,  27658558, 28960736
387621073,  27584382, 28960734
387621072,  27499685, 28960733
387621071,  27588650, 28960731
387621057,  26531779, 28960713
387621058,  26859653, 28960715
387621059,  25544446, 28960716
387621060,  25737987, 28960718
387621069,  27195213, 28960728
387621061,  27949840, 28960719
387621062,  27045662, 28960720
387621063,  25398096, 28960722
387621064,  26694885, 28960721
387621065,  27151927, 28960724
387621066,  27563937, 28960725
387621100,  27392995, 28960782
387621099,  27315729, 28960781
387621098,  25380239, 28960780
387621097,  27443288, 28960779
387621096,  26106083, 28960777
387621095,  27555500, 28960776
387621094,  27574294, 28960775
387621093,  24345017, 28960774
387621092,  26738121, 28960773
387621091,  24243638, 28960772
387621067,  26204304, 28960726
387621090,  27578748, 28960770
387621089,  27546339, 28960767
387621088,  27562804, 28960765
387621087,  27051167, 28960762
387621086,  27475934, 28960760
387621085,  25290003, 28960759
387621068,  26935241, 28960727
387621084,  27666640, 28960756
387621083,  26350717, 28960755
387621082,  27562893, 28960752
387621101,  27661440, 28960783
387621103,  26928812, 28960785
387621107,  26416111, 28960789
387621102,  26904696, 28960784
387621104,  27586362, 28960786
387621105,  27660868, 28960787
387621106,  27214978, 28960788
387362161,  28623347, 28960750
387621118,  27381726, 28960804
387621117,  27260767, 28960805
387621116,  26426590, 28960801
387362146,  28623320, 27135412
387621115,  26243285, 28960798
387621114,  26715062, 28960797
387621113,  27522090, 28960796
387621112,  26742537, 28960795
387621111,  26243418, 28960794
387621110,  26739333, 28960792
387621109,  26747409, 28960791
387621108,  27260881, 28960790
387621124,  27415702, 28960814
387621123,  27217081, 28960813
387621122,  26671847, 28960810
387621121,  27320729, 28960808
387621120,  27679660, 28960809
387621119,  25419484, 28960807
387621125,  26487227, 28960815
387621136,  27471147, 28960833
387621126,  26531135, 28960816
387621127,  26954007, 28960818
387621128,  26201906, 28960819
387621129,  27023532, 28960820
387621130,  27132808, 28960823
387621151,  27585872, 28960852
387621150,  27701703, 28960851
387621131,  26530299, 28960825
387621132,  27448173, 28960827
387621149,  26473348, 28960849
387621148,  27158310, 28960848
387621133,  27168555, 28960828
387621134,  27098430, 28960829
387621144,  27550098, 28960844
387621143,  27427292, 28960843
387621135,  27318307, 28960832
387621142,  26699252, 28960842
387621141,  27625250, 28960840
387621140,  27477661, 28960841
387621139,  27471992, 28960839
387621138,  27537387, 28960837
387621137,  27139078, 28960836
387621163,  27722400, 28960869
387621145,  27348009, 28960845
387621146,  27539752, 28960846
387621147,  27322316, 28960847
387621152,  27549634, 28960853
387621154,  28119705, 28960856
387621153,  27546362, 28960855
387621157,  27686913, 28960862
387621185,  27219710, 28960901
387621184,  27561817, 28960900
387621183,  27021916, 28960899
387621158,  27167013, 28960863
387621182,  26781397, 28960898
387621181,  27502675, 28960897
387621180,  27563046, 28960895
387621155,  27571755, 28960857
387621156,  27524923, 28960861
387621179,  27663844, 28960892
387621178,  27621156, 28960891
387621177,  27410049, 28960890
387621176,  26022711, 28960888
387621175,  27303348, 28960887
387621159,  27637216, 28960865
387621174,  27901898, 28960884
387621173,  27532875, 28960883
387621172,  27295867, 28960881
387621171,  26637167, 28960880
387621170,  27289654, 28960877
387621169,  27911703, 28960875
387621160,  27382336, 28960866
387621168,  28228468, 28960874
387621167,  27403887, 28960873
387621166,  27392653, 28960872
387621161,  27156988, 28960867
387621162,  27474863, 28960868
387621165,  27106849, 28960871
387621164,  28013028, 28960870
387621186,  26839718, 28960902
387621202,  27690835, 28960922
387621201,  27471338, 28960920
387621200,  27627541, 28960919
387621199,  27462175, 28960918
387621198,  26598477, 28960917
387621197,  27283175, 28960916
387621196,  27422050, 28960915
387621195,  28273725, 28960914
387621194,  28059569, 28960913
387621193,  27980390, 28960910
387621192,  27498351, 28960909
387621191,  27485908, 28960907
387621190,  27484032, 28960906
387621189,  27470517, 28960905
387621188,  27612634, 28960904
387621187,  27520692, 28960903
387621203,  27565057, 28960923
387621204,  26284683, 28960925
387621205,  26685314, 28960926
387621206,  27700606, 28960928
387621207,  26213933, 28960930
387362192,  28623381, 28960889
387621216,  27009013, 28960942
387621215,  28649899, 28960940
387621214,  26691564, 28960939
387621213,  27234900, 28960937
387621212,  27565916, 28960936
387621211,  27622323, 28960935
387621208,  27660743, 28960931
387621210,  27615516, 28960934
387621209,  27274760, 28960933
387621224,  27361573, 28960952
387621222,  27663178, 28960951
387621223,  27233101, 28960950
387621221,  27477527, 28960948
387621220,  27342664, 28960947
387621219,  27229845, 28960946
387621218,  25453073, 28960944
387621217,  27341938, 28960943
387621225,  27616079, 28960953
387621227,  27706026, 28960958
387621226,  26696360, 28960956
387621228,  26265859, 28960957
387621229,  25235184, 28960959
387362157,  28623333, 28960927
387362173,  28623358, 27051448
387362189,  28623379, 28961289
387362182,  28623368, 28961305
387622000,  27936470, 28962148
387622002,  27777373, 28962150
387622014,  28223037, 28962168
387622001,  27989588, 28962149
387622003,  28836795, 28962153
387622004,  28829238, 28962154
387622007,  27772288, 28962157
387622005,  25757009, 28962155
387622006,  27306951, 28962156
387622036,  28440278, 28962195
387622008,  28836166, 28962160
387622035,  28519036, 28962194
387622034,  28288811, 28962193
387622033,  27552257, 28962192
387622009,  28354693, 28962161
387622010,  27798629, 28962162
387622032,  26755672, 28962191
387622031,  26597314, 28962189
387622030,  27978058, 28962190
387622029,  27870261, 28962188
387622011,  24171038, 28962163
387622012,  28284391, 28962165
387622028,  27628489, 28962187
387622027,  27883506, 28962184
387622026,  28601438, 28962182
387622025,  28833732, 28962181
387622013,  28355849, 28962166
387622024,  27572166, 28962180
387622023,  28103485, 28962179
387622022,  28058258, 28962178
387622021,  28567965, 28962177
387622020,  27323061, 28962175
387622019,  28048272, 28962176
387622018,  25429661, 28962173
387622017,  28161758, 28962171
387622016,  27410471, 28962170
387622015,  27991617, 28962169
387622037,  27497330, 28962196
387622038,  27793161, 28962198
387622039,  27341009, 28962199
387622040,  27950756, 28962200
387622071,  27992577, 28962251
387622041,  26327944, 28962074
387362176,  28623363, 28962110
387622088,  28209345, 28962276
